"name" "id" "judgmentDate" "year"
"1661" "Sędziowie" 47322 "2014-05-23" 2014
"1662" "Anna Rodak" 47323 "2014-05-14" 2014
"1663" "Karol Kotyński" 47323 "2014-05-14" 2014
"1664" "Monika Pawłowska-Radzimierska" 47323 "2014-05-14" 2014
"1665" "Anna Rodak" 47324 "2014-05-14" 2014
"1666" "Magdalena Lisowska" 47324 "2014-05-14" 2014
"1667" "Monika Pawłowska-Radzimierska" 47324 "2014-05-14" 2014
"1668" "Sędziowie" 47325 "2014-05-23" 2014
"1669" "Anna Rodak" 47644 "2014-05-08" 2014
"1670" "Ewa Chałubińska" 47644 "2014-05-08" 2014
"1671" NA 47645 "2014-05-22" 2014
"1672" NA 47647 "2014-05-27" 2014
"1673" "Rafał Maciejewski" 47648 "2014-05-09" 2014
"1674" NA 47649 "2014-05-23" 2014
"1675" "Rafał Maciejewski" 47650 "2014-03-12" 2014
"1676" NA 47651 "2014-05-26" 2014
"1677" "Bartosz Kaźmierak" 47652 "2014-05-07" 2014
"1678" NA 47653 "2014-05-23" 2014
"1679" "Bartosz Kaźmierak" 47654 "2014-05-07" 2014
"1680" NA 47655 "2014-05-16" 2014
"1681" NA 47656 "2014-04-28" 2014
"1682" NA 47830 "2014-03-21" 2014
"1683" "Bogdan Jachowicz" 47831 "2014-02-27" 2014
"1684" "Bożena Rządzińska" 47831 "2014-02-27" 2014
"1685" "Izabela Wawrzynkiewicz" 47831 "2014-02-27" 2014
"1686" NA 47832 "2014-03-18" 2014
"1687" "Jacek Kępa" 47833 "2014-03-18" 2014
"1688" "Renata Jagura" 47833 "2014-03-18" 2014
"1689" "Zofia Szcześniewicz" 47833 "2014-03-18" 2014
"1690" NA 47834 "2014-04-22" 2014
"1691" "Barbara Pięcek" 47835 "2014-04-02" 2014
"1692" "Marta Witoszyńska" 47835 "2014-04-02" 2014
"1693" "Małgorzata Rembowska" 47835 "2014-04-02" 2014
"1694" NA 47836 "2014-04-23" 2014
"1695" "Barbara Pięcek" 47837 "2014-04-02" 2014
"1696" "Marta Witoszyńska" 47837 "2014-04-02" 2014
"1697" "Małgorzata Rembowska" 47837 "2014-04-02" 2014
"1698" NA 47838 "2014-04-23" 2014
"1699" "Barbara Pięcek" 47839 "2014-04-02" 2014
"1700" "Marta Witoszyńska" 47839 "2014-04-02" 2014
"1701" "Małgorzata Rembowska" 47839 "2014-04-02" 2014
"1702" "Barbara Pięcek" 47841 "2014-04-02" 2014
"1703" "Marta Witoszyńska" 47841 "2014-04-02" 2014
"1704" "Małgorzata Rembowska" 47841 "2014-04-02" 2014
"1705" NA 47842 "2014-04-16" 2014
"1706" NA 47844 "2014-04-09" 2014
"1707" "Bożena Rządzińska" 47845 "2014-04-03" 2014
"1708" "Izabela Wawrzynkiewicz" 47845 "2014-04-03" 2014
"1709" "Wojciech Borten" 47845 "2014-04-03" 2014
"1710" NA 47909 "2014-05-19" 2014
"1711" NA 48045 "2014-05-27" 2014
"1712" "Andrzej Romek" 48046 "2014-05-16" 2014
"1713" "Mariola Szczepańska" 48046 "2014-05-16" 2014
"1714" "Ryszard Badio" 48046 "2014-05-16" 2014
"1715" "Ryszard Badio Mariola Szczepańska Andrzej Romek" 48046 "2014-05-16" 2014
"1716" "Andrzej Romek" 48047 "2014-05-16" 2014
"1717" "Mariola Szczepańska" 48047 "2014-05-16" 2014
"1718" "Ryszard Badio" 48047 "2014-05-16" 2014
"1719" "Ryszard Badio Mariola Szczepańska Andrzej Romek" 48047 "2014-05-16" 2014
"1720" NA 48048 "2014-05-30" 2014
"1721" NA 48049 "2014-05-27" 2014
"1722" "Andrzej Romek" 48050 "2014-05-16" 2014
"1723" "Mariola Szczepańska" 48050 "2014-05-16" 2014
"1724" "Ryszard Badio" 48050 "2014-05-16" 2014
"1725" "Ryszard Badio Mariola Szczepańska Andrzej Romek" 48050 "2014-05-16" 2014
"1726" NA 48164 "2014-05-26" 2014
"1727" "Magdalena Lisowska" 48165 "2014-05-13" 2014
"1728" "Monika Pawłowska-Radzimierska" 48165 "2014-05-13" 2014
"1729" NA 48166 "2014-05-28" 2014
"1730" "Anna Rodak" 48167 "2014-05-06" 2014
"1731" "Monika Pawłowska-Radzimierska" 48167 "2014-05-06" 2014
"1732" NA 48168 "2014-05-30" 2014
"1733" "Anna Rodak" 48169 "2014-05-08" 2014
"1734" "Ewa Chałubińska" 48169 "2014-05-08" 2014
"1735" "Anna Rodak" 48170 "2014-05-06" 2014
"1736" "Monika Pawłowska-Radzimierska" 48170 "2014-05-06" 2014
"1737" NA 48171 "2014-05-29" 2014
"1738" NA 48172 "2014-05-29" 2014
"1739" "Magdalena Lisowska" 48173 "2014-05-13" 2014
"1740" "Monika Pawłowska-Radzimierska" 48173 "2014-05-13" 2014
"1741" "Sędziowie" 48174 "2014-05-22" 2014
"1742" "Anna Rodak" 48175 "2014-05-14" 2014
"1743" "Magdalena Lisowska" 48175 "2014-05-14" 2014
"1744" "Monika Pawłowska-Radzimierska" 48175 "2014-05-14" 2014
"1745" "Sędziowie" 48176 "2014-05-28" 2014
"1746" "Anna Rodak" 48177 "2014-05-14" 2014
"1747" "Ewa Chałubińska" 48177 "2014-05-14" 2014
"1748" "Karol Kotyński" 48177 "2014-05-14" 2014
"1749" "Sędziowie" 48178 "2014-05-28" 2014
"1750" "Anna Rodak" 48179 "2014-05-14" 2014
"1751" "Ewa Chałubińska" 48179 "2014-05-14" 2014
"1752" "Karol Kotyński" 48179 "2014-05-14" 2014
"1753" NA 48194 "2014-05-27" 2014
"1754" "Agnieszka Olejniczak-Kosiara" 48195 "2014-04-28" 2014
"1755" "Agnieszka Olejniczak-Kosiara" 48198 "2014-04-28" 2014
"1756" NA 48199 "2014-05-27" 2014
"1757" "Barbara Pięcek" 48277 "2014-04-03" 2014
"1758" "Bożena Rządzińska" 48277 "2014-04-03" 2014
"1759" "Wojciech Borten" 48277 "2014-04-03" 2014
"1760" NA 48278 "2014-04-17" 2014
"1761" "Barbara Pięcek" 48280 "2014-04-03" 2014
"1762" "Bożena Rządzińska" 48280 "2014-04-03" 2014
"1763" "Wojciech Borten" 48280 "2014-04-03" 2014
"1764" "Jacek Kępa" 48281 "2014-04-03" 2014
"1765" "Katarzyna Barańska" 48281 "2014-04-03" 2014
"1766" "Wojciech Borten" 48281 "2014-04-03" 2014
"1767" NA 48282 "2014-04-17" 2014
"1768" NA 48283 "2014-04-09" 2014
"1769" "Jacek Kępa" 48284 "2014-04-03" 2014
"1770" "Wojciech Borten Katarzyna Barańska" 48284 "2014-04-03" 2014
"1771" "Jacek Kępa" 48285 "2014-04-03" 2014
"1772" "Wojciech Borten Katarzyna Barańska" 48285 "2014-04-03" 2014
"1773" NA 48286 "2014-04-09" 2014
"1774" NA 48287 "2014-04-08" 2014
"1775" "Jacek Kępa" 48288 "2014-04-03" 2014
"1776" "Katarzyna Barańska" 48288 "2014-04-03" 2014
"1777" "Wojciech Borten" 48288 "2014-04-03" 2014
"1778" NA 48289 "2014-04-18" 2014
"1779" "Bożena Rządzińska" 48290 "2014-04-03" 2014
"1780" "Ewa Szuster-Luszyńska" 48290 "2014-04-03" 2014
"1781" "Zofia Szcześniewicz" 48290 "2014-04-03" 2014
"1782" NA 48292 "2014-04-17" 2014
"1783" "Jacek Kępa" 48293 "2014-04-03" 2014
"1784" "Katarzyna Barańska" 48293 "2014-04-03" 2014
"1785" "Wojciech Borten" 48293 "2014-04-03" 2014
"1786" "Dagmara Garnczarek" 48358 "2014-05-15" 2014
"1787" "Ewa Chałubińska" 48358 "2014-05-15" 2014
"1788" NA 48359 "2014-05-22" 2014
"1789" NA 48360 "2014-06-02" 2014
"1790" NA 48361 "2014-05-13" 2014
"1791" NA 48523 "2014-04-28" 2014
"1792" "Barbara Pięcek" 48524 "2014-04-07" 2014
"1793" "Bartosz Lewandowski" 48524 "2014-04-07" 2014
"1794" "Zofia Szcześniewicz" 48524 "2014-04-07" 2014
"1795" NA 48525 "2014-04-09" 2014
"1796" NA 48526 "2014-04-25" 2014
"1797" "Barbara Pięcek" 48527 "2014-04-07" 2014
"1798" "Bożena Rządzińska" 48527 "2014-04-07" 2014
"1799" "Wojciech Borten" 48527 "2014-04-07" 2014
"1800" "Jacek Kępa" 48528 "2014-04-03" 2014
"1801" "Katarzyna Barańska" 48528 "2014-04-03" 2014
"1802" "Wojciech Borten" 48528 "2014-04-03" 2014
"1803" NA 48529 "2014-04-17" 2014
"1804" NA 48530 "2014-04-24" 2014
"1805" "Jacek Kępa" 48531 "2014-04-03" 2014
"1806" "Katarzyna Barańska" 48531 "2014-04-03" 2014
"1807" "Wojciech Borten" 48531 "2014-04-03" 2014
"1808" NA 48532 "2014-04-22" 2014
"1809" "Jacek Kępa" 48533 "2014-04-03" 2014
"1810" "Katarzyna Barańska" 48533 "2014-04-03" 2014
"1811" "Wojciech Borten" 48533 "2014-04-03" 2014
"1812" NA 48534 "2014-04-23" 2014
"1813" "Bożena Rządzińska" 48535 "2014-04-03" 2014
"1814" "Ewa Szuster-Luszyńska" 48535 "2014-04-03" 2014
"1815" "Zofia Szcześniewicz" 48535 "2014-04-03" 2014
"1816" NA 48536 "2014-04-17" 2014
"1817" "Bożena Rządzińska" 48537 "2014-04-03" 2014
"1818" "Ewa Szuster-Luszyńska" 48537 "2014-04-03" 2014
"1819" "Zofia Szcześniewicz" 48537 "2014-04-03" 2014
"1820" NA 48538 "2014-04-23" 2014
"1821" "Bożena Rządzińska" 48539 "2014-04-03" 2014
"1822" "Ewa Szuster-Luszyńska" 48539 "2014-04-03" 2014
"1823" "Zofia Szcześniewicz" 48539 "2014-04-03" 2014
"1824" NA 48540 "2014-04-14" 2014
"1825" "Izabela Wawrzynkiewicz" 48541 "2014-04-04" 2014
"1826" "Radosław Olewczyński" 48541 "2014-04-04" 2014
"1827" "Witold Ławnicki" 48541 "2014-04-04" 2014
"1828" NA 48542 "2014-04-22" 2014
"1829" "Barbara Pięcek" 48543 "2014-04-07" 2014
"1830" "Bartosz Lewandowski" 48543 "2014-04-07" 2014
"1831" "Zofia Szcześniewicz" 48543 "2014-04-07" 2014
"1832" "Jacek Kępa" 48544 "2014-04-03" 2014
"1833" "Katarzyna Barańska" 48544 "2014-04-03" 2014
"1834" "Wojciech Borten" 48544 "2014-04-03" 2014
"1835" NA 48545 "2014-04-17" 2014
"1836" NA 48546 "2014-04-28" 2014
"1837" "Izabela Wawrzynkiewicz" 48547 "2014-04-03" 2014
"1838" NA 48548 "2014-04-14" 2014
"1839" "Jacek Kępa" 48549 "2014-04-03" 2014
"1840" "Wojciech Borten Katarzyna Barańska" 48549 "2014-04-03" 2014
"1841" NA 48550 "2014-04-17" 2014
"1842" "Bożena Rządzińska" 48551 "2014-04-03" 2014
"1843" "Ewa Szuster-Luszyńska" 48551 "2014-04-03" 2014
"1844" "Zofia Szcześniewicz" 48551 "2014-04-03" 2014
"1845" NA 48837 "2014-04-28" 2014
"1846" "Alicja Litwicka-Cysek" 48838 "2014-05-16" 2014
"1847" "Andrzej Rembowski" 48838 "2014-05-16" 2014
"1848" "Jacek Przybysz" 48838 "2014-05-16" 2014
"1849" NA 48839 "2014-05-28" 2014
"1850" NA 48840 "2014-05-22" 2014
"1851" "Krystyna Pisarska" 48841 "2014-05-15" 2014
"1852" "Marek Surmacz" 48841 "2014-05-15" 2014
"1853" "Zbigniew Mierzejewski" 48841 "2014-05-15" 2014
"1854" "Sędziowie" 48842 "2014-06-03" 2014
"1855" "Anna Rodak" 48843 "2014-05-20" 2014
"1856" "Magdalena Lisowska" 48843 "2014-05-20" 2014
"1857" NA 48844 "2014-06-02" 2014
"1858" "Anna Rodak" 48845 "2014-05-20" 2014
"1859" "Magdalena Lisowska" 48845 "2014-05-20" 2014
"1860" "Sędziowie" 48846 "2014-06-03" 2014
"1861" "Anna Rodak" 48847 "2014-05-20" 2014
"1862" "Monika Pawłowska-Radzimierska" 48847 "2014-05-20" 2014
"1863" "Sędziowie" 48848 "2014-05-30" 2014
"1864" "Magdalena Lisowska" 48849 "2014-05-13" 2014
"1865" "Monika Pawłowska-Radzimierska" 48849 "2014-05-13" 2014
"1866" NA 48965 "2014-05-08" 2014
"1867" "Anna Jóźwiak" 48966 "2014-04-10" 2014
"1868" "Bożena Rządzińska" 48966 "2014-04-10" 2014
"1869" "Jacek Świerczyński" 48966 "2014-04-10" 2014
"1870" NA 48967 "2014-04-25" 2014
"1871" "Jacek Kępa" 48968 "2014-04-11" 2014
"1872" "Krzysztof Turbiński" 48968 "2014-04-11" 2014
"1873" "Radosław Olewczyński" 48968 "2014-04-11" 2014
"1874" "Bogdan Jachowicz" 48969 "2014-04-09" 2014
"1875" "Jacek Świerczyński" 48969 "2014-04-09" 2014
"1876" "Sławomir Zieliński" 48969 "2014-04-09" 2014
"1877" "Bogdan Jachowicz" 48970 "2014-04-09" 2014
"1878" "Jacek Świerczyński" 48970 "2014-04-09" 2014
"1879" "Sławomir Zieliński" 48970 "2014-04-09" 2014
"1880" NA 48971 "2014-04-28" 2014
"1881" "Bogdan Jachowicz" 48972 "2014-04-08" 2014
"1882" "Jacek Świerczyński" 48972 "2014-04-08" 2014
"1883" "Marta Witoszyńska" 48972 "2014-04-08" 2014
"1884" "Izabela Wawrzynkiewicz" 48973 "2014-04-11" 2014
"1885" "Radosław Olewczyński" 48973 "2014-04-11" 2014
"1886" "Witold Ławnicki" 48973 "2014-04-11" 2014
"1887" NA 48974 "2014-04-29" 2014
"1888" NA 48975 "2014-04-25" 2014
"1889" "Izabela Wawrzynkiewicz" 48976 "2014-04-11" 2014
"1890" "Radosław Olewczyński" 48976 "2014-04-11" 2014
"1891" "Witold Ławnicki" 48976 "2014-04-11" 2014
"1892" NA 48977 "2014-04-29" 2014
"1893" "Izabela Wawrzynkiewicz" 48978 "2014-04-11" 2014
"1894" "Radosław Olewczyński" 48978 "2014-04-11" 2014
"1895" "Witold Ławnicki" 48978 "2014-04-11" 2014
"1896" "B. Lewandowski" 48979 "2014-04-07" 2014
"1897" "B. Pięcek" 48979 "2014-04-07" 2014
"1898" "Z. Szcześniewicz" 48979 "2014-04-07" 2014
"1899" NA 48980 "2014-04-29" 2014
"1900" "Barbara Pięcek" 48981 "2014-04-07" 2014
"1901" "Bartosz Lewandowski" 48981 "2014-04-07" 2014
"1902" "Zofia Szcześniewicz" 48981 "2014-04-07" 2014
"1903" NA 48982 "2014-04-23" 2014
"1904" "Izabela Wawrzynkiewicz" 48983 "2014-04-08" 2014
"1905" "Michał Krakowiak" 48983 "2014-04-08" 2014
"1906" "Wojciech Borten" 48983 "2014-04-08" 2014
"1907" NA 48984 "2014-04-22" 2014
"1908" "Izabela Wawrzynkiewicz" 48985 "2014-04-08" 2014
"1909" "Michał Krakowiak" 48985 "2014-04-08" 2014
"1910" "Wojciech Borten" 48985 "2014-04-08" 2014
"1911" NA 48986 "2014-04-24" 2014
"1912" "Izabela Wawrzynkiewicz Michał Krakowiak" 48987 "2014-04-08" 2014
"1913" "Wojciech Borten" 48987 "2014-04-08" 2014
"1914" NA 48988 "2014-04-10" 2014
"1915" "Izabela Wawrzynkiewicz" 48989 "2014-04-08" 2014
"1916" "Michał Krakowiak" 48989 "2014-04-08" 2014
"1917" "Wojciech Borten" 48989 "2014-04-08" 2014
"1918" "Izabela Wawrzynkiewicz Michał Krakowiak" 48990 "2014-04-08" 2014
"1919" "Wojciech Borten" 48990 "2014-04-08" 2014
"1920" NA 48991 "2014-04-24" 2014
"1921" NA 48992 "2014-04-22" 2014
"1922" "Bogdan Jachowicz" 48993 "2014-04-09" 2014
"1923" "Kinga Grzegorczyk" 48993 "2014-04-09" 2014
"1924" "Sławomir Zieliński" 48993 "2014-04-09" 2014
"1925" NA 48994 "2014-04-09" 2014
"1926" "Bogdan Jachowicz" 48995 "2014-04-09" 2014
"1927" "Kinga Grzegorczyk" 48995 "2014-04-09" 2014
"1928" "Sławomir Zieliński" 48995 "2014-04-09" 2014
"1929" NA 48996 "2014-04-23" 2014
"1930" "Bogdan Jachowicz" 48997 "2014-04-09" 2014
"1931" "Kinga Grzegorczyk" 48997 "2014-04-09" 2014
"1932" "Sławomir Zieliński" 48997 "2014-04-09" 2014
"1933" "Bogdan Jachowicz" 48998 "2014-04-09" 2014
"1934" "Kinga Grzegorczyk" 48998 "2014-04-09" 2014
"1935" "Sławomir Zieliński" 48998 "2014-04-09" 2014
"1936" NA 48999 "2014-04-23" 2014
"1937" NA 49000 "2014-04-28" 2014
"1938" "Izabela Wawrzynkiewicz" 49001 "2014-04-08" 2014
"1939" "Michał Krakowiak" 49001 "2014-04-08" 2014
"1940" "Wojciech Borten" 49001 "2014-04-08" 2014
"1941" NA 49002 "2014-05-06" 2014
"1942" "Anna Jóźwiak" 49003 "2014-04-10" 2014
"1943" "Bożena Rządzińska" 49003 "2014-04-10" 2014
"1944" "Jacek Świerczyński" 49003 "2014-04-10" 2014
"1945" NA 49004 "2014-04-22" 2014
"1946" "Bogdan Jachowicz" 49005 "2014-04-09" 2014
"1947" "Kinga Grzegorczyk" 49005 "2014-04-09" 2014
"1948" "Sławomir Zieliński" 49005 "2014-04-09" 2014
"1949" NA 49006 "2014-04-24" 2014
"1950" "Bogdan Jachowicz" 49007 "2014-04-09" 2014
"1951" "Kinga Grzegorczyk" 49007 "2014-04-09" 2014
"1952" "Sławomir Zieliński" 49007 "2014-04-09" 2014
"1953" "Anna Jóźwiak" 49008 "2014-04-10" 2014
"1954" "Bożena Rządzińska" 49008 "2014-04-10" 2014
"1955" "Jacek Świerczyński" 49008 "2014-04-10" 2014
"1956" NA 49009 "2014-04-28" 2014
"1957" "Bogdan Jachowicz" 49010 "2014-04-09" 2014
"1958" "Kinga Grzegorczyk" 49010 "2014-04-09" 2014
"1959" "Sławomir Zieliński" 49010 "2014-04-09" 2014
"1960" NA 49011 "2014-04-09" 2014
"1961" "Wojciech Borten" 49012 "2014-04-09" 2014
"1962" NA 49013 "2014-04-22" 2014
"1963" "Jacek Świerczyński" 49014 "2014-04-10" 2014
"1964" NA 49015 "2014-04-29" 2014
"1965" "Wojciech Borten" 49016 "2014-04-09" 2014
"1966" NA 49260 "2014-04-28" 2014
"1967" "Elżbieta Gawryszczak" 49261 "2014-04-14" 2014
"1968" "Renata Jagura" 49261 "2014-04-14" 2014
"1969" "Sławomir Zieliński" 49261 "2014-04-14" 2014
"1970" NA 49262 "2014-04-30" 2014
"1971" "Elżbieta Gawryszczak" 49263 "2014-04-14" 2014
"1972" "Renata Jagura" 49263 "2014-04-14" 2014
"1973" "Sławomir Zieliński" 49263 "2014-04-14" 2014
"1974" NA 49264 "2014-04-25" 2014
"1975" "Izabela Wawrzynkiewicz" 49265 "2014-04-11" 2014
"1976" "Radosław Olewczyński" 49265 "2014-04-11" 2014
"1977" "Witold Ławnicki" 49265 "2014-04-11" 2014
"1978" "Bogdan Jachowicz" 49266 "2014-04-15" 2014
"1979" "Kinga Grzegorczyk" 49266 "2014-04-15" 2014
"1980" "Sławomir Zieliński" 49266 "2014-04-15" 2014
"1981" NA 49267 "2014-05-07" 2014
"1982" "Jacek Kępa" 49268 "2014-04-11" 2014
"1983" "Krzysztof Turbiński" 49268 "2014-04-11" 2014
"1984" "Radosław Olewczyński" 49268 "2014-04-11" 2014
"1985" NA 49269 "2014-04-25" 2014
"1986" NA 49270 "2014-04-25" 2014
"1987" "Jacek Kępa" 49271 "2014-04-11" 2014
"1988" "Krzysztof Turbiński" 49271 "2014-04-11" 2014
"1989" "Radosław Olewczyński" 49271 "2014-04-11" 2014
"1990" NA 49272 "2014-04-25" 2014
"1991" "Jacek Kępa" 49273 "2014-04-11" 2014
"1992" "Krzysztof Turbiński" 49273 "2014-04-11" 2014
"1993" "Radosław Olewczyński" 49273 "2014-04-11" 2014
"1994" "Elżbieta Gawryszczak" 49274 "2014-04-14" 2014
"1995" "Izabela Wawrzynkiewicz" 49274 "2014-04-14" 2014
"1996" "Renata Jagura" 49274 "2014-04-14" 2014
"1997" NA 49275 "2014-04-24" 2014
"1998" NA 49276 "2014-04-25" 2014
"1999" "Jacek Kępa" 49277 "2014-04-11" 2014
"2000" "Krzysztof Turbiński" 49277 "2014-04-11" 2014
"2001" "Radosław Olewczyński" 49277 "2014-04-11" 2014
"2002" NA 49278 "2014-04-25" 2014
"2003" "Jacek Kępa" 49279 "2014-04-11" 2014
"2004" "Krzysztof Turbiński" 49279 "2014-04-11" 2014
"2005" "Radosław Olewczyński" 49279 "2014-04-11" 2014
"2006" NA 49280 "2014-04-14" 2014
"2007" "Izabela Wawrzynkiewicz" 49281 "2014-04-08" 2014
"2008" "Michał Krakowiak" 49281 "2014-04-08" 2014
"2009" "Wojciech Borten" 49281 "2014-04-08" 2014
"2010" NA 49282 "2014-04-23" 2014
"2011" "Elżbieta Gawryszczak" 49283 "2014-04-14" 2014
"2012" "Izabela Wawrzynkiewicz" 49283 "2014-04-14" 2014
"2013" "Renata Jagura" 49283 "2014-04-14" 2014
"2014" NA 49284 "2014-04-28" 2014
"2015" "Elżbieta Gawryszczak" 49285 "2014-04-14" 2014
"2016" "Izabela Wawrzynkiewicz" 49285 "2014-04-14" 2014
"2017" "Renata Jagura" 49285 "2014-04-14" 2014
"2018" NA 49286 "2014-04-28" 2014
"2019" "Bogdan Jachowicz" 49287 "2014-04-15" 2014
"2020" "Marta Witoszyńska" 49287 "2014-04-15" 2014
"2021" "Małgorzata Sosińska-Halbina" 49287 "2014-04-15" 2014
"2022" NA 49288 "2014-04-25" 2014
"2023" "Jacek Kępa" 49289 "2014-04-11" 2014
"2024" "Krzysztof Turbiński" 49289 "2014-04-11" 2014
"2025" "Radosław Olewczyński" 49289 "2014-04-11" 2014
"2026" "Elżbieta Gawryszczak" 49290 "2014-04-14" 2014
"2027" "Izabela Wawrzynkiewicz" 49290 "2014-04-14" 2014
"2028" "Renta Jagura" 49290 "2014-04-14" 2014
"2029" NA 49291 "2014-04-28" 2014
"2030" NA 49292 "2014-04-25" 2014
"2031" "Jacek Kępa" 49293 "2014-04-11" 2014
"2032" "Krzysztof Turbiński" 49293 "2014-04-11" 2014
"2033" "Radosław Olewczyński" 49293 "2014-04-11" 2014
"2034" NA 49294 "2014-05-06" 2014
"2035" "Bogdan Jachowicz" 49295 "2014-04-15" 2014
"2036" NA 49296 "2014-05-22" 2014
"2037" "Jacek Kępa" 49297 "2014-04-16" 2014
"2038" NA 49299 "2014-06-02" 2014
"2039" "Piotr Augustyniak" 49300 "2014-03-27" 2014
"2040" "Piotr Sujka" 49300 "2014-03-27" 2014
"2041" "Wojciech Janicki" 49300 "2014-03-27" 2014
"2042" NA 49318 "2014-06-09" 2014
"2043" "Agnieszka Olejniczak-Kosiara" 49319 "2014-06-02" 2014
"2044" "Jarosław Pawlak" 49320 "2014-05-23" 2014
"2045" "Krystyna Szereda" 49320 "2014-05-23" 2014
"2046" "Mariola Szczepańska" 49320 "2014-05-23" 2014
"2047" "Mariola Szczepańska Krystyna Szereda Jarosław Pawlak" 49320 "2014-05-23" 2014
"2048" NA 49321 "2014-06-09" 2014
"2049" NA 49322 "2014-06-09" 2014
"2050" "Iwona Godlewska" 49323 "2014-05-28" 2014
"2051" "Iwona Godlewska Marzena Eichstaedt Mariola Szczepańska" 49323 "2014-05-28" 2014
"2052" "Mariola Szczepańska" 49323 "2014-05-28" 2014
"2053" "Marzena Eichstaedt" 49323 "2014-05-28" 2014
"2054" "Iwona Godlewska" 49324 "2014-05-28" 2014
"2055" "Iwona Godlewska Marzena Eichstaedt Mariola Szczepańska" 49324 "2014-05-28" 2014
"2056" "Mariola Szczepańska" 49324 "2014-05-28" 2014
"2057" "Marzena Eichstaedt" 49324 "2014-05-28" 2014
"2058" NA 49452 "2014-04-28" 2014
"2059" "Elżbieta Gawryszczak" 49453 "2014-04-14" 2014
"2060" "Izabela Wawrzynkiewicz" 49453 "2014-04-14" 2014
"2061" "Renata Jagura" 49453 "2014-04-14" 2014
"2062" NA 49454 "2014-05-08" 2014
"2063" "Bożena Rządzińska" 49455 "2014-04-16" 2014
"2064" "Jacek Kępa" 49455 "2014-04-16" 2014
"2065" "Sławomir Zieliński" 49455 "2014-04-16" 2014
"2066" NA 49456 "2014-04-25" 2014
"2067" "Bożena Rządzińska" 49457 "2014-04-16" 2014
"2068" "Jacek Kępa" 49457 "2014-04-16" 2014
"2069" "Sławomir Zieliński" 49457 "2014-04-16" 2014
"2070" NA 49458 "2014-04-25" 2014
"2071" "Bożena Rządzińska" 49459 "2014-04-16" 2014
"2072" "Jacek Kępa" 49459 "2014-04-16" 2014
"2073" "Sławomir Zieliński" 49459 "2014-04-16" 2014
"2074" NA 49460 "2014-04-25" 2014
"2075" "Jacek Kępa" 49461 "2014-04-11" 2014
"2076" "Krzysztof Turbiński" 49461 "2014-04-11" 2014
"2077" "Radosław Olewczyński" 49461 "2014-04-11" 2014
"2078" NA 49462 "2014-05-30" 2014
"2079" "Bożena Rządzińska" 49463 "2014-04-14" 2014
"2080" "Sędziowie" 49480 "2014-06-05" 2014
"2081" "Karol Kotyński" 49481 "2014-04-29" 2014
"2082" "Magdalena Lisowska" 49481 "2014-04-29" 2014
"2083" NA 49482 "2014-05-28" 2014
"2084" "Anna Rodak" 49483 "2014-05-06" 2014
"2085" "Monika Pawłowska-Radzimierska" 49483 "2014-05-06" 2014
"2086" NA 49484 "2014-06-06" 2014
"2087" "Magdalena Lisowska" 49485 "2014-05-13" 2014
"2088" "Monika Pawłowska-Radzimierska" 49485 "2014-05-13" 2014
"2089" "Anna Rodak" 49486 "2014-05-28" 2014
"2090" "Magdalena Lisowska" 49486 "2014-05-28" 2014
"2091" "Monika Pawłowska-Radzimierska" 49486 "2014-05-28" 2014
"2092" "Sędziowie" 49487 "2014-06-03" 2014
"2093" "Sędziowie" 49488 "2014-06-05" 2014
"2094" "Anna Rodak" 49489 "2014-05-20" 2014
"2095" "Magdalena Lisowska" 49489 "2014-05-20" 2014
"2096" "Sędziowie" 49581 "2014-06-09" 2014
"2097" "Karol Kotyński" 49582 "2014-05-22" 2014
"2098" "Monika Pawłowska-Radzimierska" 49582 "2014-05-22" 2014
"2099" "Sędziowie" 49583 "2014-06-10" 2014
"2100" "Anna Rodak" 49584 "2014-05-20" 2014
"2101" "Magdalena Lisowska" 49584 "2014-05-20" 2014
"2102" NA 49585 "2014-06-05" 2014
"2103" "Zenona Wasielewska-Stańczyk" 49586 "2014-05-09" 2014
"2104" NA 49587 "2014-06-10" 2014
"2105" NA 49791 "2014-05-14" 2014
"2106" "Tomasz Bajer" 49792 "2014-04-25" 2014
"2107" NA 49793 "2014-05-12" 2014
"2108" NA 49794 "2014-04-17" 2014
"2109" NA 49795 "2014-05-15" 2014
"2110" "Rafał Maciejewski" 49796 "2014-04-25" 2014
"2111" "Sędziowie" 49956 "2014-06-12" 2014
"2112" "Magdalena Lisowska" 49957 "2014-05-27" 2014
"2113" "Monika Pawłowska-Radzimierska" 49957 "2014-05-27" 2014
"2114" "Karol Kotyński" 49958 "2014-05-22" 2014
"2115" "Monika Pawłowska-Radzimierska" 49958 "2014-05-22" 2014
"2116" NA 49959 "2014-06-10" 2014
"2117" "Marek Raszewski" 50085 "2014-05-22" 2014
"2118" "Wojciech Cerski" 50085 "2014-05-22" 2014
"2119" "Zbigniew Mierzejewski" 50085 "2014-05-22" 2014
"2120" "Jarosław Bolek" 50086 "2014-06-06" 2014
"2121" "Piotr Augustyniak" 50086 "2014-06-06" 2014
"2122" "Wojciech Janicki" 50086 "2014-06-06" 2014
"2123" "Karol Kotyński" 50093 "2014-05-22" 2014
"2124" "Monika Pawłowska-Radzimierska" 50093 "2014-05-22" 2014
"2125" "Sędziowie" 50094 "2014-06-12" 2014
"2126" NA 50095 "2014-06-10" 2014
