"name" "id" "judgmentDate" "year"
"3617" "Dorota Kozarzewska" 60730 "2014-06-13" 2014
"3618" "Radosław Olewczyński" 60730 "2014-06-13" 2014
"3619" NA 60731 "2014-06-23" 2014
"3620" "Bogdan Jachowicz" 60732 "2014-06-13" 2014
"3621" "Dorota Kozarzewska" 60732 "2014-06-13" 2014
"3622" "Radosław Olewczyński" 60732 "2014-06-13" 2014
"3623" NA 60733 "2014-06-27" 2014
"3624" "Bożena Rządzińska" 60734 "2014-06-13" 2014
"3625" "Tomasz Milski" 60734 "2014-06-13" 2014
"3626" "Zofia Szcześniewicz" 60734 "2014-06-13" 2014
"3627" NA 60735 "2014-06-26" 2014
"3628" "Jacek Kępa" 60736 "2014-06-16" 2014
"3629" "Joanna Zawiślak-Jach" 60736 "2014-06-16" 2014
"3630" "Zofia Szcześniewicz" 60736 "2014-06-16" 2014
"3631" NA 60737 "2014-07-03" 2014
"3632" "Jacek Kępa" 60738 "2014-06-16" 2014
"3633" "Joanna Zawiślak-Jach" 60738 "2014-06-16" 2014
"3634" "Zofia Szcześniewicz" 60738 "2014-06-16" 2014
"3635" "Jacek Kępa" 60739 "2014-06-16" 2014
"3636" "Joanna Zawiślak-Jach" 60739 "2014-06-16" 2014
"3637" "Zofia Szcześniewicz" 60739 "2014-06-16" 2014
"3638" NA 60740 "2014-07-04" 2014
"3639" "Jacek Kępa" 60741 "2014-06-16" 2014
"3640" "Joanna Zawiślak-Jach" 60741 "2014-06-16" 2014
"3641" "Zofia Szcześniewicz" 60741 "2014-06-16" 2014
"3642" NA 60742 "2014-07-14" 2014
"3643" NA 60743 "2014-07-01" 2014
"3644" "Izabela Wawrzynkiewicz" 60744 "2014-06-17" 2014
"3645" "Renata Jagura" 60744 "2014-06-17" 2014
"3646" "Wojciech Borten" 60744 "2014-06-17" 2014
"3647" NA 60745 "2014-07-14" 2014
"3648" "Bożena Rządzińska" 60746 "2014-06-13" 2014
"3649" "Tomasz Milski" 60746 "2014-06-13" 2014
"3650" "Zofia Szcześniewicz" 60746 "2014-06-13" 2014
"3651" NA 60747 "2014-07-03" 2014
"3652" "Izabela Wawrzynkiewicz" 60748 "2014-06-17" 2014
"3653" "Wojciech Borten Renata Jagura" 60748 "2014-06-17" 2014
"3654" NA 60749 "2014-08-04" 2014
"3655" "Jacek Kępa" 60750 "2014-06-16" 2014
"3656" "Joanna Zawiślak-Jach" 60750 "2014-06-16" 2014
"3657" "Zofia Szcześniewicz" 60750 "2014-06-16" 2014
"3658" NA 60751 "2014-07-09" 2014
"3659" "Izabela Wawrzynkiewicz" 60752 "2014-06-17" 2014
"3660" "Renata Jagura" 60752 "2014-06-17" 2014
"3661" "Wojciech Borten" 60752 "2014-06-17" 2014
"3662" NA 60753 "2014-07-02" 2014
"3663" "Bożena Rządzińska" 60754 "2014-06-13" 2014
"3664" "Tomasz Milski" 60754 "2014-06-13" 2014
"3665" "Zofia Szcześniewicz" 60754 "2014-06-13" 2014
"3666" NA 60755 "2014-06-27" 2014
"3667" "Bożena Rządzińska" 60756 "2014-06-13" 2014
"3668" "Kinga Grzegorczyk" 60756 "2014-06-13" 2014
"3669" "Zofia Szcześniewicz" 60756 "2014-06-13" 2014
"3670" NA 60757 "2014-07-03" 2014
"3671" "Izabela Wawrzynkiewicz" 60758 "2014-06-17" 2014
"3672" "Renata Jagura" 60758 "2014-06-17" 2014
"3673" "Wojciech Borten" 60758 "2014-06-17" 2014
"3674" NA 60759 "2014-07-03" 2014
"3675" "Izabela Wawrzynkiewicz" 60760 "2014-06-17" 2014
"3676" "Wojciech Borten Renata Jagura" 60760 "2014-06-17" 2014
"3677" "Izabela Wawrzynkiewicz" 60761 "2014-06-17" 2014
"3678" "Renata Jagura" 60761 "2014-06-17" 2014
"3679" "Wojciech Borten" 60761 "2014-06-17" 2014
"3680" NA 60762 "2014-06-30" 2014
"3681" NA 60763 "2014-07-04" 2014
"3682" "Bożena Rządzińska" 60764 "2014-06-18" 2014
"3683" "Dorota Kozarzewska" 60764 "2014-06-18" 2014
"3684" "Radosław Olewczyński" 60764 "2014-06-18" 2014
"3685" NA 60765 "2014-07-04" 2014
"3686" "Bożena Rządzińska" 60766 "2014-06-18" 2014
"3687" "Dorota Kozarzewska" 60766 "2014-06-18" 2014
"3688" "Radosław Olewczyński" 60766 "2014-06-18" 2014
"3689" NA 60767 "2014-07-04" 2014
"3690" "Izabela Wawrzynkiewicz" 60768 "2014-06-17" 2014
"3691" "Wojciech Borten Renata Jagura" 60768 "2014-06-17" 2014
"3692" NA 60769 "2014-06-30" 2014
"3693" "Izabela Wawrzynkiewicz" 60770 "2014-06-17" 2014
"3694" "Renata Jagura" 60770 "2014-06-17" 2014
"3695" "Wojciech Borten" 60770 "2014-06-17" 2014
"3696" NA 60771 "2014-07-02" 2014
"3697" "Bożena Rządzińska" 60772 "2014-06-18" 2014
"3698" "Dorota Kozarzewska" 60772 "2014-06-18" 2014
"3699" "Radosław Olewczyński" 60772 "2014-06-18" 2014
"3700" "Bożena Rządzińska" 60773 "2014-06-23" 2014
"3701" "Jacek Kępa" 60773 "2014-06-23" 2014
"3702" "Renata Jagura" 60773 "2014-06-23" 2014
"3703" NA 60774 "2014-07-07" 2014
"3704" NA 60775 "2014-07-07" 2014
"3705" "Radosław Olewczyński" 60776 "2014-06-18" 2014
"3706" NA 60777 "2014-07-17" 2014
"3707" "Wojciech Borten" 60778 "2014-06-17" 2014
"3708" NA 60779 "2014-07-09" 2014
"3709" "Izabela Wawrzynkiewicz" 60780 "2014-06-17" 2014
"3710" "Jacek Kępa" 60781 "2014-06-23" 2014
"3711" "Renata Jagura" 60781 "2014-06-23" 2014
"3712" "Zofia Szcześniewicz" 60781 "2014-06-23" 2014
"3713" NA 60782 "2014-06-23" 2014
"3714" NA 60928 "2014-09-04" 2014
"3715" "Marek Kruszewski" 60929 "2014-09-04" 2014
"3716" "Barbara Kubasik" 60930 "2014-08-28" 2014
"3717" NA 60931 "2014-08-29" 2014
"3718" "Paweł Filipiak" 60932 "2014-08-29" 2014
"3719" NA 60941 "2014-07-10" 2014
"3720" "Bogdan Jachowicz" 60942 "2014-06-24" 2014
"3721" "Katarzyna Bielczyk" 60942 "2014-06-24" 2014
"3722" "Marta Witoszyńska" 60942 "2014-06-24" 2014
"3723" "Marta Witoszyńska" 60943 "2014-06-24" 2014
"3724" "Michał Krakowiak" 60943 "2014-06-24" 2014
"3725" "Sławomir Zieliński" 60943 "2014-06-24" 2014
"3726" NA 60944 "2014-07-16" 2014
"3727" NA 60945 "2014-07-16" 2014
"3728" "Bogdan Jachowicz" 60946 "2014-06-24" 2014
"3729" "Dorota Kozarzewska" 60946 "2014-06-24" 2014
"3730" "Radosław Olewczyński" 60946 "2014-06-24" 2014
"3731" NA 60947 "2014-07-08" 2014
"3732" "Bogdan Jachowicz" 60948 "2014-06-24" 2014
"3733" "Dorota Kozarzewska" 60948 "2014-06-24" 2014
"3734" "Radosław Olewczyński" 60948 "2014-06-24" 2014
"3735" "Jacek Kępa" 60950 "2014-06-23" 2014
"3736" "Renata Jagura" 60950 "2014-06-23" 2014
"3737" "Zofia Szcześniewicz" 60950 "2014-06-23" 2014
"3738" NA 60951 "2014-07-07" 2014
"3739" NA 60952 "2014-07-14" 2014
"3740" "Jacek Kępa" 60953 "2014-06-23" 2014
"3741" "Renata Jagura" 60953 "2014-06-23" 2014
"3742" "Zofia Szcześniewicz" 60953 "2014-06-23" 2014
"3743" NA 60955 "2014-07-04" 2014
"3744" "Bogdan Jachowicz" 60956 "2014-06-24" 2014
"3745" "Katarzyna Bielczyk" 60956 "2014-06-24" 2014
"3746" "Marta Witoszyńska" 60956 "2014-06-24" 2014
"3747" NA 60957 "2014-07-08" 2014
"3748" "Bogdan Jachowicz" 60958 "2014-06-24" 2014
"3749" "Katarzyna Bielczyk" 60958 "2014-06-24" 2014
"3750" "Marta Witoszyńska" 60958 "2014-06-24" 2014
"3751" NA 60959 "2014-07-23" 2014
"3752" "Jacek Kępa" 60960 "2014-06-23" 2014
"3753" "Renata Jagura" 60960 "2014-06-23" 2014
"3754" "Zofia Szcześniewicz" 60960 "2014-06-23" 2014
"3755" NA 60961 "2014-07-09" 2014
"3756" "Bożena Rządzińska" 60962 "2014-06-25" 2014
"3757" "Dorota Kozarzewska" 60962 "2014-06-25" 2014
"3758" "Krzysztof Kacprzak" 60962 "2014-06-25" 2014
"3759" NA 60963 "2014-08-20" 2014
"3760" "Jacek Kępa" 60964 "2014-06-23" 2014
"3761" "Renata Jagura" 60964 "2014-06-23" 2014
"3762" "Zofia Szcześniewicz" 60964 "2014-06-23" 2014
"3763" "Bogdan Jachowicz" 60965 "2014-06-24" 2014
"3764" "Katarzyna Bielczyk" 60965 "2014-06-24" 2014
"3765" "Marta Witoszyńska" 60965 "2014-06-24" 2014
"3766" NA 60966 "2014-07-15" 2014
"3767" "Bogdan Jachowicz" 60967 "2014-06-24" 2014
"3768" "Katarzyna Bielczyk" 60967 "2014-06-24" 2014
"3769" "Marta Witoszyńska" 60967 "2014-06-24" 2014
"3770" NA 60968 "2014-07-11" 2014
"3771" NA 60969 "2014-07-07" 2014
"3772" "Bożena Rządzińska" 60970 "2014-06-25" 2014
"3773" "Dorota Kozarzewska" 60970 "2014-06-25" 2014
"3774" "Krzysztof Kacprzak" 60970 "2014-06-25" 2014
"3775" NA 60971 "2014-07-07" 2014
"3776" "Bożena Rządzińska" 60972 "2014-06-25" 2014
"3777" "Dorota Kozarzewska" 60972 "2014-06-25" 2014
"3778" "Krzysztof Kacprzak" 60972 "2014-06-25" 2014
"3779" NA 60973 "2014-07-07" 2014
"3780" "Jacek Świerczyński" 60974 "2014-06-26" 2014
"3781" "Katarzyna Barańska" 60974 "2014-06-26" 2014
"3782" "Radosław Olewczyński" 60974 "2014-06-26" 2014
"3783" NA 60975 "2014-08-22" 2014
"3784" "Jacek Świerczyński" 60976 "2014-06-26" 2014
"3785" "Katarzyna Barańska" 60976 "2014-06-26" 2014
"3786" "Radosław Olewczyński" 60976 "2014-06-26" 2014
"3787" NA 60977 "2014-07-10" 2014
"3788" "Bogdan Jachowicz" 60978 "2014-06-24" 2014
"3789" "Katarzyna Bielczyk" 60978 "2014-06-24" 2014
"3790" "Marta Witoszyńska" 60978 "2014-06-24" 2014
"3791" NA 60979 "2014-07-18" 2014
"3792" "Jacek Świerczyński" 60980 "2014-06-26" 2014
"3793" "Katarzyna Barańska" 60980 "2014-06-26" 2014
"3794" "Radosław Olewczyński" 60980 "2014-06-26" 2014
"3795" NA 60981 "2014-07-11" 2014
"3796" "Jacek Świerczyński" 60982 "2014-06-26" 2014
"3797" "Katarzyna Barańska" 60982 "2014-06-26" 2014
"3798" "Radosław Olewczyński" 60982 "2014-06-26" 2014
"3799" "Bożena Rządzińska" 60983 "2014-06-25" 2014
"3800" "Dorota Kozarzewska" 60983 "2014-06-25" 2014
"3801" "Krzysztof Kacprzak" 60983 "2014-06-25" 2014
"3802" NA 60984 "2014-08-08" 2014
"3803" NA 60985 "2014-07-16" 2014
"3804" "Bożena Rządzińska" 60986 "2014-06-25" 2014
"3805" "Dorota Kozarzewska" 60986 "2014-06-25" 2014
"3806" "Krzysztof Kacprzak" 60986 "2014-06-25" 2014
"3807" NA 60987 "2014-07-10" 2014
"3808" "Bożena Rządzińska" 60988 "2014-06-23" 2014
"3809" "Jacek Kępa" 60988 "2014-06-23" 2014
"3810" "Renata Jagura" 60988 "2014-06-23" 2014
"3811" "Marta Witoszyńska" 60989 "2014-06-24" 2014
"3812" "Michał Krakowiak" 60989 "2014-06-24" 2014
"3813" "Sławomir Zieliński" 60989 "2014-06-24" 2014
"3814" NA 60990 "2014-07-17" 2014
"3815" NA 60991 "2014-08-20" 2014
"3816" "Radosław Olewczyński" 60992 "2014-06-26" 2014
"3817" NA 60993 "2014-07-17" 2014
"3818" "Bogdan Jachowicz" 60994 "2014-06-24" 2014
"3819" "Bogdan Jachowicz" 60996 "2014-06-23" 2014
"3820" NA 60997 "2014-07-16" 2014
"3821" NA 60998 "2014-07-21" 2014
"3822" "Sławomir Zieliński" 60999 "2014-06-26" 2014
"3823" NA 61009 "2014-09-19" 2014
"3824" "Rafał Maciejewski" 61010 "2014-09-05" 2014
"3825" NA 61011 "2014-07-31" 2014
"3826" NA 61012 "2014-09-18" 2014
"3827" "Bartosz Kaźmierak" 61013 "2014-09-03" 2014
"3828" NA 61014 "2014-09-22" 2014
"3829" "Barbara Pięcek" 61181 "2014-06-27" 2014
"3830" "Krzysztof Turbiński" 61181 "2014-06-27" 2014
"3831" "Wojciech Borten" 61181 "2014-06-27" 2014
"3832" NA 61182 "2014-07-11" 2014
"3833" NA 61185 "2014-07-03" 2014
"3834" "Izabela Wawrzynkiewicz" 61186 "2014-06-30" 2014
"3835" "Małgorzata Rembowska" 61186 "2014-06-30" 2014
"3836" "Radosław Olewczyński" 61186 "2014-06-30" 2014
"3837" "Barbara Pięcek" 61189 "2014-06-27" 2014
"3838" "Krzysztof Turbiński" 61189 "2014-06-27" 2014
"3839" "Wojciech Borten" 61189 "2014-06-27" 2014
"3840" NA 61190 "2014-07-18" 2014
"3841" NA 61194 "2014-07-11" 2014
"3842" "Barbara Pięcek" 61195 "2014-06-27" 2014
"3843" "Krzysztof Turbiński" 61195 "2014-06-27" 2014
"3844" "Wojciech Borten" 61195 "2014-06-27" 2014
"3845" NA 61203 "2014-07-11" 2014
"3846" "Barbara Pięcek" 61204 "2014-06-27" 2014
"3847" "Krzysztof Turbiński" 61204 "2014-06-27" 2014
"3848" "Wojciech Borten" 61204 "2014-06-27" 2014
"3849" NA 61205 "2014-07-11" 2014
"3850" "Barbara Pięcek" 61206 "2014-06-27" 2014
"3851" "Krzysztof Turbiński" 61206 "2014-06-27" 2014
"3852" "Wojciech Borten" 61206 "2014-06-27" 2014
"3853" NA 61207 "2014-07-03" 2014
"3854" "Barbara Pięcek Krzysztof Turbiński" 61208 "2014-06-27" 2014
"3855" "Wojciech Borten" 61208 "2014-06-27" 2014
"3856" NA 61209 "2014-07-11" 2014
"3857" "Barbara Pięcek" 61210 "2014-06-27" 2014
"3858" "Krzysztof Turbiński" 61210 "2014-06-27" 2014
"3859" "Wojciech Borten" 61210 "2014-06-27" 2014
"3860" NA 61211 "2014-07-17" 2014
"3861" "Barbara Pięcek Krzysztof Turbiński" 61212 "2014-06-27" 2014
"3862" "Wojciech Borten" 61212 "2014-06-27" 2014
"3863" "Sędziowie" 61271 "2014-09-11" 2014
"3864" "Agnieszka Gocek" 61272 "2014-08-07" 2014
"3865" "Anna Rodak" 61272 "2014-08-07" 2014
"3866" "Ewa Chałubińska" 61272 "2014-08-07" 2014
"3867" "Sędziowie" 61273 "2014-09-11" 2014
"3868" "Agnieszka Gocek" 61274 "2014-08-07" 2014
"3869" "Anna Rodak" 61274 "2014-08-07" 2014
"3870" "Ewa Chałubińska" 61274 "2014-08-07" 2014
"3871" "Sędziowie" 61275 "2014-09-11" 2014
"3872" "Agnieszka Gocek" 61276 "2014-08-07" 2014
"3873" "Anna Rodak" 61276 "2014-08-07" 2014
"3874" "Ewa Chałubińska" 61276 "2014-08-07" 2014
"3875" NA 61284 "2014-09-09" 2014
"3876" "Anna Przybylska" 61285 "2014-08-28" 2014
"3877" "Ewa Chałubińska" 61285 "2014-08-28" 2014
"3878" "Sędziowie" 61286 "2014-09-18" 2014
"3879" "Ewa Chałubińska" 61287 "2014-09-02" 2014
"3880" "Monika Pawłowska-Radzimierska" 61287 "2014-09-02" 2014
"3881" NA 61291 "2014-09-23" 2014
"3882" "Rafał Maciejewski" 61292 "2014-09-12" 2014
"3883" "Krzysztof Kacprzak" 61463 "2014-07-02" 2014
"3884" "Wojciech Borten Anna Jóźwiak" 61463 "2014-07-02" 2014
"3885" NA 61464 "2014-07-16" 2014
"3886" NA 61465 "2014-07-09" 2014
"3887" "Izabela Wawrzynkiewicz" 61466 "2014-06-30" 2014
"3888" "Małgorzata Rembowska" 61466 "2014-06-30" 2014
"3889" "Radosław Olewczyński" 61466 "2014-06-30" 2014
"3890" NA 61467 "2014-07-16" 2014
"3891" "Krzysztof Kacprzak" 61468 "2014-07-02" 2014
"3892" "Wojciech Borten Anna Jóźwiak" 61468 "2014-07-02" 2014
"3893" NA 61469 "2014-07-15" 2014
"3894" "Barbara Pięcek" 61470 "2014-07-01" 2014
"3895" "Bogdan Jachowicz" 61470 "2014-07-01" 2014
"3896" "Renata Jagura" 61470 "2014-07-01" 2014
"3897" NA 61471 "2014-06-11" 2014
"3898" "Izabela Wawrzynkiewicz" 61472 "2014-06-30" 2014
"3899" "Małgorzata Rembowska" 61472 "2014-06-30" 2014
"3900" "Radosław Olewczyński" 61472 "2014-06-30" 2014
"3901" NA 61473 "2014-07-28" 2014
"3902" "Izabela Wawrzynkiewicz" 61474 "2014-06-30" 2014
"3903" "Małgorzata Rembowska" 61474 "2014-06-30" 2014
"3904" "Radosław Olewczyński" 61474 "2014-06-30" 2014
"3905" NA 61475 "2014-07-14" 2014
"3906" NA 61476 "2014-08-14" 2014
"3907" "Izabela Wawrzynkiewicz" 61477 "2014-06-30" 2014
"3908" "Małgorzata Rembowska" 61477 "2014-06-30" 2014
"3909" "Radosław Olewczyński" 61477 "2014-06-30" 2014
"3910" NA 61478 "2014-07-16" 2014
"3911" "Izabela Wawrzynkiewicz" 61479 "2014-06-30" 2014
"3912" "Małgorzata Rembowska" 61479 "2014-06-30" 2014
"3913" "Radosław Olewczyński" 61479 "2014-06-30" 2014
"3914" NA 61480 "2014-08-20" 2014
"3915" "Barbara Pięcek" 61481 "2014-07-01" 2014
"3916" "Bogdan Jachowicz" 61481 "2014-07-01" 2014
"3917" "Renata Jagura" 61481 "2014-07-01" 2014
"3918" "Anna Jóźwiak" 61482 "2014-07-02" 2014
"3919" "Krzysztof Kacprzak" 61482 "2014-07-02" 2014
"3920" "Wojciech Borten" 61482 "2014-07-02" 2014
"3921" NA 61483 "2014-07-21" 2014
"3922" NA 61484 "2014-07-21" 2014
"3923" "Izabela Wawrzynkiewicz" 61485 "2014-06-30" 2014
"3924" "Małgorzata Rembowska" 61485 "2014-06-30" 2014
"3925" "Radosław Olewczyński" 61485 "2014-06-30" 2014
"3926" "Barbara Pięcek" 61486 "2014-07-01" 2014
"3927" "Bogdan Jachowicz" 61486 "2014-07-01" 2014
"3928" "Renata Jagura" 61486 "2014-07-01" 2014
"3929" NA 61487 "2014-07-15" 2014
"3930" NA 61488 "2014-07-07" 2014
"3931" "Krzysztof Kacprzak" 61489 "2014-07-02" 2014
"3932" "Wojciech Borten Anna Jóźwiak" 61489 "2014-07-02" 2014
"3933" NA 61490 "2014-07-17" 2014
"3934" "Dorota Kozarzewska" 61491 "2014-07-03" 2014
"3935" "Sławomir Zieliński" 61491 "2014-07-03" 2014
"3936" "Wioletta Sychniak" 61491 "2014-07-03" 2014
"3937" "Barbara Pięcek" 61492 "2014-07-01" 2014
"3938" "Bogdan Jachowicz" 61492 "2014-07-01" 2014
"3939" "Renata Jagura" 61492 "2014-07-01" 2014
"3940" NA 61493 "2014-07-18" 2014
"3941" "Dorot Kozarzewska" 61494 "2014-07-03" 2014
"3942" "Sławomir Zieliński" 61494 "2014-07-03" 2014
"3943" "Wioletta Sychniak" 61494 "2014-07-03" 2014
"3944" NA 61495 "2014-07-25" 2014
"3945" NA 61496 "2014-07-15" 2014
"3946" "Dorota Kozarzewska" 61497 "2014-07-03" 2014
"3947" "Sławomir Zieliński" 61497 "2014-07-03" 2014
"3948" "Wioletta Sychniak" 61497 "2014-07-03" 2014
"3949" NA 61499 "2014-07-10" 2014
"3950" "Dorota Kozarzewska" 61500 "2014-07-03" 2014
"3951" "Sławomir Zieliński" 61500 "2014-07-03" 2014
"3952" "Wioletta Sychniak" 61500 "2014-07-03" 2014
"3953" NA 61501 "2014-07-16" 2014
"3954" "Anna Jóźwiak" 61502 "2014-07-02" 2014
"3955" "Krzysztof Kacprzak" 61502 "2014-07-02" 2014
"3956" "Wojciech Borten" 61502 "2014-07-02" 2014
"3957" "Bożena Rządzińska" 61503 "2014-07-04" 2014
"3958" "Ewa Szuster-Luszyńska" 61503 "2014-07-04" 2014
"3959" "Izabela Wawrzynkiewicz" 61503 "2014-07-04" 2014
"3960" NA 61504 "2014-07-16" 2014
"3961" NA 61505 "2014-07-14" 2014
"3962" "Dorota Kozarzewska" 61506 "2014-07-03" 2014
"3963" "Sławomir Zieliński" 61506 "2014-07-03" 2014
"3964" "Wioletta Sychniak" 61506 "2014-07-03" 2014
"3965" NA 61507 "2014-07-14" 2014
"3966" "Anna Jóźwiak" 61508 "2014-07-02" 2014
"3967" "Krzysztof Kacprzak" 61508 "2014-07-02" 2014
"3968" "Wojciech Borten" 61508 "2014-07-02" 2014
"3969" NA 61515 "2014-07-28" 2014
"3970" "Izabela Wawrzynkiewicz" 61516 "2014-06-30" 2014
"3971" "Sędziowie" 61542 "2014-09-12" 2014
"3972" "Anna Przybylska" 61543 "2014-08-28" 2014
"3973" "Ewa Chałubińska" 61543 "2014-08-28" 2014
"3974" NA 61544 "2014-09-23" 2014
"3975" "Krzysztof Rybka" 61545 "2014-09-16" 2014
"3976" "Monika Pawłowska-Radzimierska" 61545 "2014-09-16" 2014
"3977" "Sędziowie" 61546 "2014-09-23" 2014
"3978" "Krzysztof Rybka" 61547 "2014-09-16" 2014
"3979" "Monika Pawłowska-Radzimierska" 61547 "2014-09-16" 2014
"3980" "Sędziowie" 61548 "2014-09-11" 2014
"3981" "Agnieszka Gocek" 61549 "2014-08-07" 2014
"3982" "Anna Rodak" 61549 "2014-08-07" 2014
"3983" "Ewa Chałubińska" 61549 "2014-08-07" 2014
"3984" "Sędziowie" 61550 "2014-09-11" 2014
"3985" "Agnieszka Gocek" 61551 "2014-08-07" 2014
"3986" "Anna Rodak" 61551 "2014-08-07" 2014
"3987" "Ewa Chałubińska" 61551 "2014-08-07" 2014
"3988" "Anna Przybylska" 61552 "2014-08-28" 2014
"3989" "Ewa Chałubińska" 61552 "2014-08-28" 2014
"3990" NA 61553 "2014-09-12" 2014
"3991" "Anna Przybylska" 61770 "2014-08-28" 2014
"3992" "Ewa Chałubińska" 61770 "2014-08-28" 2014
"3993" "Sędziowie" 61771 "2014-09-22" 2014
"3994" NA 61772 "2014-09-22" 2014
"3995" "Ewa Chałubińska" 61773 "2014-09-02" 2014
"3996" "Monika Pawłowska-Radzimierska" 61773 "2014-09-02" 2014
"3997" "Sędziowie" 62009 "2014-09-26" 2014
"3998" "Anna Rodak" 62010 "2014-09-17" 2014
"3999" "Ewa Chałubińska" 62010 "2014-09-17" 2014
"4000" "Monika Pawłowska-Radzimierska" 62010 "2014-09-17" 2014
"4001" "Sędziowie" 62098 "2014-09-26" 2014
"4002" "Ewa Chałubińska" 62099 "2014-09-17" 2014
"4003" "Magdalena Lisowska" 62099 "2014-09-17" 2014
"4004" "Monika Pawłowska-Radzimierska" 62099 "2014-09-17" 2014
"4005" "Dagmara Garnczarek" 62100 "2014-09-04" 2014
"4006" "Magdalena Lisowska" 62100 "2014-09-04" 2014
"4007" "Sędziowie" 62101 "2014-09-18" 2014
"4008" NA 62104 "2014-09-29" 2014
"4009" "Iwona Godlewska" 62105 "2014-09-10" 2014
"4010" "Iwona Godlewska Mariola Szczepańska Jarosław Pawlak" 62105 "2014-09-10" 2014
"4011" "Jarosław Pawlak" 62105 "2014-09-10" 2014
"4012" "Mariola Szczepańska" 62105 "2014-09-10" 2014
"4013" "Dorota Liczberska-Dębska" 62145 "2014-02-26" 2014
"4014" NA 62150 "2014-07-31" 2014
"4015" "Barbara Pięcek" 62151 "2014-07-10" 2014
"4016" "Bogdan Jachowicz" 62151 "2014-07-10" 2014
"4017" "Dorota Kozarzewska" 62151 "2014-07-10" 2014
"4018" NA 62152 "2014-07-17" 2014
"4019" "Bożena Rządzińska" 62153 "2014-07-04" 2014
"4020" "Ewa Szuster-Luszyńska" 62153 "2014-07-04" 2014
"4021" "Izabela Wawrzynkiewicz" 62153 "2014-07-04" 2014
"4022" NA 62154 "2014-08-19" 2014
"4023" "Barbara Pięcek" 62155 "2014-07-17" 2014
"4024" "Bogdan Jachowicz" 62155 "2014-07-17" 2014
"4025" "Dorota Kozarzewska" 62155 "2014-07-17" 2014
"4026" NA 62156 "2014-07-30" 2014
"4027" "Anna Jóźwiak" 62157 "2014-07-16" 2014
"4028" "Krzysztof Kacprzak" 62157 "2014-07-16" 2014
"4029" "Wojciech Borten" 62157 "2014-07-16" 2014
"4030" NA 62158 "2014-07-18" 2014
"4031" "Izabela Wawrzynkiewicz" 62159 "2014-07-09" 2014
"4032" "Marta Witoszyńska" 62159 "2014-07-09" 2014
"4033" "Michał Krakowiak" 62159 "2014-07-09" 2014
"4034" NA 62160 "2014-06-13" 2014
"4035" NA 62161 "2014-06-23" 2014
"4036" "Joanna Szczygielska" 62162 "2014-06-03" 2014
"4037" "Bogdan Jachowicz" 62163 "2014-06-24" 2014
"4038" "Katarzyna Bielczyk" 62163 "2014-06-24" 2014
"4039" "Marta Witoszyńska" 62163 "2014-06-24" 2014
"4040" NA 62164 "2014-07-03" 2014
"4041" NA 62165 "2014-07-24" 2014
"4042" "Jacek Świerczyński" 62166 "2014-07-10" 2014
"4043" "Katarzyna Barańska" 62166 "2014-07-10" 2014
"4044" "Radosław Olewczyński" 62166 "2014-07-10" 2014
"4045" NA 62167 "2014-07-15" 2014
"4046" "Jacek Świerczyński" 62168 "2014-07-10" 2014
"4047" "Katarzyna Barańska" 62168 "2014-07-10" 2014
"4048" "Radosław Olewczyński" 62168 "2014-07-10" 2014
"4049" "Izabela Wawrzynkiewicz" 62169 "2014-07-04" 2014
"4050" "Małgorzata Rembowska" 62169 "2014-07-04" 2014
"4051" "Radosław Olewczyński" 62169 "2014-07-04" 2014
"4052" NA 62170 "2014-08-20" 2014
"4053" NA 62171 "2014-07-23" 2014
"4054" "Barbara Pięcek" 62172 "2014-07-10" 2014
"4055" "Bogdan Jachowicz" 62172 "2014-07-10" 2014
"4056" "Renata Jagura" 62172 "2014-07-10" 2014
"4057" NA 62173 "2014-07-31" 2014
"4058" "Jacek Świerczyński" 62174 "2014-07-10" 2014
"4059" "Katarzyna Barańska" 62174 "2014-07-10" 2014
"4060" "Radosław Olewczyński" 62174 "2014-07-10" 2014
"4061" "Barbara Pięcek" 62175 "2014-07-10" 2014
"4062" "Bogdan Jachowicz" 62175 "2014-07-10" 2014
"4063" "Renata Jagura" 62175 "2014-07-10" 2014
"4064" NA 62176 "2014-09-12" 2014
"4065" NA 62177 "2014-08-20" 2014
"4066" "Barbara Pięcek" 62178 "2014-07-10" 2014
"4067" "Bogdan Jachowicz" 62178 "2014-07-10" 2014
"4068" "Renata Jagura" 62178 "2014-07-10" 2014
"4069" NA 62179 "2014-08-08" 2014
"4070" "Bożena Rządzińska" 62180 "2014-07-04" 2014
"4071" "Ewa Szuster-Luszyńska" 62180 "2014-07-04" 2014
"4072" "Izabela Wawrzynkiewicz" 62180 "2014-07-04" 2014
"4073" "Bożena Rządzińska" 62181 "2014-07-04" 2014
"4074" "Ewa Szuster-Luszyńska" 62181 "2014-07-04" 2014
"4075" "Izabela Wawrzynkiewicz" 62181 "2014-07-04" 2014
"4076" NA 62182 "2014-07-23" 2014
"4077" "Elżbieta Gawryszczak" 62183 "2014-07-07" 2014
"4078" "Renata Jagura" 62183 "2014-07-07" 2014
"4079" "Sławomir Zieliński" 62183 "2014-07-07" 2014
"4080" "Elżbieta Gawryszczak" 62184 "2014-07-07" 2014
"4081" "Renata Jagura" 62184 "2014-07-07" 2014
"4082" "Sławomir Zieliński" 62184 "2014-07-07" 2014
"4083" NA 62185 "2014-07-21" 2014
"4084" NA 62186 "2014-07-21" 2014
