"id" "judgmentDate" "year" "id" "name1" "name2" "divisionid"
"137" 36694 "2014-02-28" 2014 36694 "Wojciech Janicki" "Krystyna Pisarska" 1020
"138" 36694 "2014-02-28" 2014 36694 "Wojciech Janicki" "Piotr Augustyniak" 1020
"139" 36814 "2014-02-07" 2014 36814 "Izabela Wawrzynkiewicz" "Wojciech Borten" 1018
"140" 36814 "2014-02-07" 2014 36814 "Izabela Wawrzynkiewicz" "Zofia Szcześniewicz" 1018
"141" 36814 "2014-02-07" 2014 36814 "Wojciech Borten" "Izabela Wawrzynkiewicz" 1018
"142" 36814 "2014-02-07" 2014 36814 "Wojciech Borten" "Zofia Szcześniewicz" 1018
"143" 36814 "2014-02-07" 2014 36814 "Zofia Szcześniewicz" "Izabela Wawrzynkiewicz" 1018
"144" 36814 "2014-02-07" 2014 36814 "Zofia Szcześniewicz" "Wojciech Borten" 1018
"145" 36816 "2014-02-10" 2014 36816 "Bogdan Jachowicz" "Bożena Rządzińska" 1018
"146" 36816 "2014-02-10" 2014 36816 "Bogdan Jachowicz" "Sławomir Zieliński" 1018
"147" 36816 "2014-02-10" 2014 36816 "Bożena Rządzińska" "Bogdan Jachowicz" 1018
"148" 36816 "2014-02-10" 2014 36816 "Bożena Rządzińska" "Sławomir Zieliński" 1018
"149" 36816 "2014-02-10" 2014 36816 "Sławomir Zieliński" "Bogdan Jachowicz" 1018
"150" 36816 "2014-02-10" 2014 36816 "Sławomir Zieliński" "Bożena Rządzińska" 1018
"151" 36855 "2014-02-28" 2014 36855 "Krystyna Pisarska" "Piotr Augustyniak" 1020
"152" 36855 "2014-02-28" 2014 36855 "Krystyna Pisarska" "Wojciech Janicki" 1020
"153" 36855 "2014-02-28" 2014 36855 "Piotr Augustyniak" "Krystyna Pisarska" 1020
"154" 36855 "2014-02-28" 2014 36855 "Piotr Augustyniak" "Wojciech Janicki" 1020
"155" 36855 "2014-02-28" 2014 36855 "Wojciech Janicki" "Krystyna Pisarska" 1020
"156" 36855 "2014-02-28" 2014 36855 "Wojciech Janicki" "Piotr Augustyniak" 1020
"157" 36870 "2014-02-14" 2014 36870 "Jarosław Pawlak" "Mariola Szczepańska" 1027
"158" 36870 "2014-02-14" 2014 36870 "Jarosław Pawlak" "Mariola Szczepańska Marzena Eichstaedt Jarosław Pawlak" 1027
"159" 36870 "2014-02-14" 2014 36870 "Jarosław Pawlak" "Marzena Eichstaedt" 1027
"160" 36870 "2014-02-14" 2014 36870 "Mariola Szczepańska" "Jarosław Pawlak" 1027
"161" 36870 "2014-02-14" 2014 36870 "Mariola Szczepańska" "Mariola Szczepańska Marzena Eichstaedt Jarosław Pawlak" 1027
"162" 36870 "2014-02-14" 2014 36870 "Mariola Szczepańska" "Marzena Eichstaedt" 1027
"163" 36870 "2014-02-14" 2014 36870 "Mariola Szczepańska Marzena Eichstaedt Jarosław Pawlak" "Jarosław Pawlak" 1027
"164" 36870 "2014-02-14" 2014 36870 "Mariola Szczepańska Marzena Eichstaedt Jarosław Pawlak" "Mariola Szczepańska" 1027
"165" 36870 "2014-02-14" 2014 36870 "Mariola Szczepańska Marzena Eichstaedt Jarosław Pawlak" "Marzena Eichstaedt" 1027
"166" 36870 "2014-02-14" 2014 36870 "Marzena Eichstaedt" "Jarosław Pawlak" 1027
"167" 36870 "2014-02-14" 2014 36870 "Marzena Eichstaedt" "Mariola Szczepańska" 1027
"168" 36870 "2014-02-14" 2014 36870 "Marzena Eichstaedt" "Mariola Szczepańska Marzena Eichstaedt Jarosław Pawlak" 1027
"169" 36942 "2014-02-07" 2014 36942 "Izabela Wawrzynkiewicz" "Wojciech Borten" 1018
"170" 36942 "2014-02-07" 2014 36942 "Izabela Wawrzynkiewicz" "Zofia Szcześniewicz" 1018
"171" 36942 "2014-02-07" 2014 36942 "Wojciech Borten" "Izabela Wawrzynkiewicz" 1018
